name,light_years_from_earth,plante_mass,stellar_magnitude,decovery_date
HAT-P-44 b,1135,0.352 Jupiters,13.225,2014
HATS-49 b,1058,0.353 Jupiters,14.988,2020
HD 114613 b,66,0.357 Jupiters,4.85,2014
HD 102843 b,205,0.35837 Jupiters,9.26,2019
Kepler-57 b,2101,0.36183 Jupiters,15.017,2012
Kepler-1619 b,2397,0.363 Earths,13.438,2016
Kepler-1542 e,1302,0.363 Earths,12.734,2016
Kepler-1542 b,1302,0.363 Earths,12.734,2016
Kepler-1588 b,3015,0.363 Earths,13.94,2016
Kepler-1402 b,4872,0.363 Earths,14.78,2016
HD 164922 b,72,0.36497 Jupiters,7.01227,2005
HD 103774 b,184,0.367 Jupiters,7.13463,2013
HATS-47 b,981,0.369 Jupiters,14.602,2020
TOI-2202 c,770,0.369 Jupiters,13.004,2021
WASP-13 b,742,0.36 Jupiters,10.424,2009
HD 113538 b,53,0.36 Jupiters,9.05,2010
HIP 12961 b,76,0.36 Jupiters,10.25,2010
Kepler-1542 b,1302,0.363 Earths,12.734,2016
Kepler-1588 b,3015,0.363 Earths,13.94,2016
Kepler-1402 b,4872,0.363 Earths,14.78,2016
HD 164922 b,72,0.36497 Jupiters,7.01227,2005
HD 103774 b,184,0.367 Jupiters,7.13463,2013
HATS-47 b,981,0.369 Jupiters,14.602,2020
TOI-2202 c,770,0.369 Jupiters,13.004,2021
WASP-13 b,742,0.36 Jupiters,10.424,2009
HD 113538 b,53,0.36 Jupiters,9.05,2010
HIP 12961 b,76,0.36 Jupiters,10.25,2010
WASP-107 c,211,0.36 Jupiters,11.592,2020
Qatar-8 b,918,0.371 Jupiters,11.71,2019
HAT-P-58 b,1682,0.372 Jupiters,12.925,2021
Kepler-46 c,2535,0.376 Jupiters,15.312,2012
Kepler-415 b,1730,0.377 Jupiters,16.142,2014
Kepler-63 b,633,0.378 Jupiters,12.02,2013
Kepler-431 b,1587,0.37 Earths,12.139,2015
WASP-49 b,635,0.37 Jupiters,11.352,2012
WASP-6 b,643,0.37 Jupiters,11.907,2009
WASP-63 b,948,0.37 Jupiters,11.155,2012
WASP-107 c,211,0.36 Jupiters,11.592,2020
Qatar-8 b,918,0.371 Jupiters,11.71,2019
HAT-P-58 b,1682,0.372 Jupiters,12.925,2021
Kepler-46 c,2535,0.376 Jupiters,15.312,2012
Kepler-415 b,1730,0.377 Jupiters,16.142,2014
Kepler-63 b,633,0.378 Jupiters,12.02,2013
Kepler-431 b,1587,0.37 Earths,12.139,2015
WASP-49 b,635,0.37 Jupiters,11.352,2012
WASP-6 b,643,0.37 Jupiters,11.907,2009
WASP-63 b,948,0.37 Jupiters,11.155,2012
HD 93083 b,93,0.37 Jupiters,8.3,2005
HATS-71 b,457,0.37 Jupiters,16.437,2020
Kepler-1629 b,1096,0.381 Earths,12.786,2016
Kepler-38 b,3832,0.384 Jupiters,14.015,2012
K2-139 b,502,0.387 Jupiters,11.652,2017
TRAPPIST-1 d,41,0.388 Earths,17.02,2016
HD 149026 b,247,0.38 Jupiters,8.15,2005
HD 34445 g,150,0.38 Jupiters,7.31,2017
K2-232 b,426,0.398 Jupiters,9.822,2018
Kepler-42 b,131,0.399 Earths,16.7,2011
HD 93083 b,93,0.37 Jupiters,8.3,2005
HATS-71 b,457,0.37 Jupiters,16.437,2020
Kepler-1629 b,1096,0.381 Earths,12.786,2016
Kepler-38 b,3832,0.384 Jupiters,14.015,2012
K2-139 b,502,0.387 Jupiters,11.652,2017
TRAPPIST-1 d,41,0.388 Earths,17.02,2016
HD 149026 b,247,0.38 Jupiters,8.15,2005
HD 34445 g,150,0.38 Jupiters,7.31,2017
K2-232 b,426,0.398 Jupiters,9.822,2018
Kepler-42 b,131,0.399 Earths,16.7,2011
HD 93083 b,93,0.37 Jupiters,8.3,2005
HATS-71 b,457,0.37 Jupiters,16.437,2020
Kepler-1629 b,1096,0.381 Earths,12.786,2016
Kepler-38 b,3832,0.384 Jupiters,14.015,2012
K2-139 b,502,0.387 Jupiters,11.652,2017
TRAPPIST-1 d,41,0.388 Earths,17.02,2016
HD 149026 b,247,0.38 Jupiters,8.15,2005
HD 34445 g,150,0.38 Jupiters,7.31,2017
K2-232 b,426,0.398 Jupiters,9.822,2018
Kepler-42 b,131,0.399 Earths,16.7,2011
HD 93083 b,93,0.37 Jupiters,8.3,2005
HATS-71 b,457,0.37 Jupiters,16.437,2020
Kepler-1629 b,1096,0.381 Earths,12.786,2016
Kepler-38 b,3832,0.384 Jupiters,14.015,2012
K2-139 b,502,0.387 Jupiters,11.652,2017
TRAPPIST-1 d,41,0.388 Earths,17.02,2016
HD 149026 b,247,0.38 Jupiters,8.15,2005
HD 34445 g,150,0.38 Jupiters,7.31,2017
K2-232 b,426,0.398 Jupiters,9.822,2018
Kepler-42 b,131,0.399 Earths,16.7,2011
Kepler-653 c,1943,0.399 Earths,13.498,2016
Kepler-783 b,1683,0.399 Earths,14.153,2016
Kepler-33 c,3944,0.39 Earths,14.099,2011
WASP-153 b,1990,0.39 Jupiters,12.591,2017
OGLE-2012-BLG-0563L b,4241,0.39 Jupiters,,2015
HATS-50 b,2468,0.39 Jupiters,14.045,2017
WASP-117 b,515,0.3 Jupiters,10.139,2014
WASP-21 b,843,0.3 Jupiters,11.59,2010
WASP-83 b,884,0.3 Jupiters,12.312,2015
OGLE-2017-BLG-0373L b,19295,0.401 Jupiters,,2018
HD 126614 b,238,0.41 Jupiters,8.81,2009
OGLE-2017-BLG-0406L b,16962,0.41 Jupiters,26.1,2020
Kepler-52 b,1049,0.42476 Jupiters,15.513,2012
K2-60 b,1604,0.426 Jupiters,12.857,2016
HIP 65407 b,202,0.428 Jupiters,9.38,2016
Kepler-289 c,2298,0.42 Jupiters,14.142,2014
WASP-88 b,1708,0.42 Jupiters,11.388,2014
WASP-168 b,991,0.42 Jupiters,12.124,2018
HD 2638 b,179,0.42 Jupiters,9.44,2005
HD 133131 A c,168,0.42 Jupiters,7.66,2016
HD 126614 b,238,0.41 Jupiters,8.81,2009
OGLE-2017-BLG-0406L b,16962,0.41 Jupiters,26.1,2020
Kepler-52 b,1049,0.42476 Jupiters,15.513,2012
K2-60 b,1604,0.426 Jupiters,12.857,2016
HIP 65407 b,202,0.428 Jupiters,9.38,2016
Kepler-289 c,2298,0.42 Jupiters,14.142,2014
WASP-88 b,1708,0.42 Jupiters,11.388,2014
WASP-168 b,991,0.42 Jupiters,12.124,2018
HD 2638 b,179,0.42 Jupiters,9.44,2005
HD 133131 A c,168,0.42 Jupiters,7.66,2016
TOI-201 b,371,0.42 Jupiters,9.07,2021
Kepler-12 b,2875,0.432 Jupiters,13.468,2011
HD 45652 b,114,0.433 Jupiters,8.1,2008
OGLE-2015-BLG-1771L b,23062,0.433 Jupiters,,2020
Kepler-1581 b,1609,0.437 Earths,12.442,2016
Kepler-1365 c,2740,0.437 Earths,13.417,2016
Kepler-1393 b,1776,0.437 Earths,13.476,2016
Kepler-1395 b,1608,0.437 Earths,12.632,2016
Kepler-1067 b,2178,0.437 Earths,14.395,2016
Kepler-1076 b,649,0.437 Earths,13.175,2016
TOI-201 b,371,0.42 Jupiters,9.07,2021
Kepler-12 b,2875,0.432 Jupiters,13.468,2011
HD 45652 b,114,0.433 Jupiters,8.1,2008
OGLE-2015-BLG-1771L b,23062,0.433 Jupiters,,2020
Kepler-1581 b,1609,0.437 Earths,12.442,2016
Kepler-1365 c,2740,0.437 Earths,13.417,2016
Kepler-1393 b,1776,0.437 Earths,13.476,2016
Kepler-1395 b,1608,0.437 Earths,12.632,2016
Kepler-1067 b,2178,0.437 Earths,14.395,2016
Kepler-1076 b,649,0.437 Earths,13.175,2016
TOI-201 b,371,0.42 Jupiters,9.07,2021
Kepler-12 b,2875,0.432 Jupiters,13.468,2011
HD 45652 b,114,0.433 Jupiters,8.1,2008
OGLE-2015-BLG-1771L b,23062,0.433 Jupiters,,2020
Kepler-1581 b,1609,0.437 Earths,12.442,2016
Kepler-1365 c,2740,0.437 Earths,13.417,2016
Kepler-1393 b,1776,0.437 Earths,13.476,2016
Kepler-1395 b,1608,0.437 Earths,12.632,2016
Kepler-1067 b,2178,0.437 Earths,14.395,2016
Kepler-1076 b,649,0.437 Earths,13.175,2016
TOI-201 b,371,0.42 Jupiters,9.07,2021
Kepler-12 b,2875,0.432 Jupiters,13.468,2011
HD 45652 b,114,0.433 Jupiters,8.1,2008
OGLE-2015-BLG-1771L b,23062,0.433 Jupiters,,2020
Kepler-1581 b,1609,0.437 Earths,12.442,2016
Kepler-1365 c,2740,0.437 Earths,13.417,2016
Kepler-1393 b,1776,0.437 Earths,13.476,2016
Kepler-1395 b,1608,0.437 Earths,12.632,2016
Kepler-1067 b,2178,0.437 Earths,14.395,2016
Kepler-1076 b,649,0.437 Earths,13.175,2016
TOI-201 b,371,0.42 Jupiters,9.07,2021
Kepler-12 b,2875,0.432 Jupiters,13.468,2011
HD 45652 b,114,0.433 Jupiters,8.1,2008
OGLE-2015-BLG-1771L b,23062,0.433 Jupiters,,2020
Kepler-1581 b,1609,0.437 Earths,12.442,2016
Kepler-1365 c,2740,0.437 Earths,13.417,2016
Kepler-1393 b,1776,0.437 Earths,13.476,2016
Kepler-1395 b,1608,0.437 Earths,12.632,2016
Kepler-1067 b,2178,0.437 Earths,14.395,2016
Kepler-1076 b,649,0.437 Earths,13.175,2016
Kepler-1130 b,813,0.437 Earths,12.509,2016
DMPP-2 b,450,0.437 Jupiters,8.57,2019
Kepler-422 b,2358,0.43 Jupiters,13.524,2014
Kepler-77 b,2086,0.43 Jupiters,14.152,2013
WASP-67 b,618,0.43 Jupiters,12.537,2012
OGLE-2016-BLG-1067L b,12167,0.43 Jupiters,,2019
Kepler-7 b,3009,0.441 Jupiters,13.008,2009
TOI-1259 A b,385,0.441 Jupiters,12.079,2021
HD 164509 b,173,0.443 Jupiters,8.1,2010
KOI-55 b,4016,0.44 Earths,15.154,2011
WASP-25 b,690,0.44 Jupiters,11.875,2010
WASP-144 b,1160,0.44 Jupiters,13.085,2018
HD 99109 b,179,0.44 Jupiters,9.1,2005
HD 141399 b,121,0.451 Jupiters,7.20856,2014
Kepler-1611 b,2963,0.457 Earths,14.627,2016
Kepler-220 b,558,0.457 Earths,13.049,2014
Kepler-388 b,1386,0.457 Earths,15.218,2014
WASP-56 b,1047,0.45 Jupiters,12.091,2012
HD 86226 b,149,0.45 Jupiters,7.93,2009
GJ 3512 b,31,0.463 Jupiters,15.18,2019
CoRoT-5 b,2879,0.467 Jupiters,14.043,2009
WASP-52 b,570,0.46 Jupiters,12.192,2012
51 Pegasi b,50,0.46 Jupiters,5.45309,1995
NGC 2682 YBP 401 b,2710,0.46 Jupiters,13.699,2016
K2-210 b,576,0.474 Earths,11.535,2018
WASP-113 b,1419,0.475 Jupiters,11.761,2016
Kepler-32 f,1056,0.477 Earths,16.36,2012
Kepler-1601 b,2102,0.477 Earths,13.842,2016
Kepler-1446 b,496,0.477 Earths,12.595,2016
Kepler-910 b,1306,0.477 Earths,11.44,2016
Kepler-390 b,1420,0.477 Earths,14.231,2014
Kepler-1141 b,1284,0.477 Earths,12.403,2016
WASP-31 b,1252,0.478 Jupiters,11.658,2010
OGLE-2012-BLG-0724L b,21855,0.47 Jupiters,,2016
WASP-172 b,1755,0.47 Jupiters,10.988,2018
HD 30669 b,189,0.47 Jupiters,9.12,2014
HD 210193 b,138,0.4817 Jupiters,7.83,2019
CoRoT-28 b,2499,0.484 Jupiters,13.783,2015
HAT-P-40 b,1515,0.48 Jupiters,11.34,2012
K2-97 b,2865,0.48 Jupiters,12.486,2016
WASP-96 b,1150,0.48 Jupiters,12.569,2014
HD 330075 b,148,0.48 Jupiters,9.36,2004
HAT-P-46 b,948,0.493 Jupiters,11.997,2014
Kepler-1412 b,2465,0.498 Earths,13.347,2016
Kepler-314 b,877,0.498 Earths,12.64,2014
K2-257 b,209,0.498 Earths,13.716,2018
K2-132 b,1989,0.49 Jupiters,12.071,2017
HD 75289 b,95,0.49 Jupiters,6.35,1999
HD 6434 b,138,0.49 Jupiters,7.72,2003
L 98-59 b,35,0.4 Earths,11.685,2019
WASP-96 b,1150,0.48 Jupiters,12.569,2014
HD 330075 b,148,0.48 Jupiters,9.36,2004
HAT-P-46 b,948,0.493 Jupiters,11.997,2014
Kepler-1412 b,2465,0.498 Earths,13.347,2016
Kepler-314 b,877,0.498 Earths,12.64,2014
K2-257 b,209,0.498 Earths,13.716,2018
K2-132 b,1989,0.49 Jupiters,12.071,2017
HD 75289 b,95,0.49 Jupiters,6.35,1999
HD 6434 b,138,0.49 Jupiters,7.72,2003
L 98-59 b,35,0.4 Earths,11.685,2019
WASP-96 b,1150,0.48 Jupiters,12.569,2014
HD 330075 b,148,0.48 Jupiters,9.36,2004
HAT-P-46 b,948,0.493 Jupiters,11.997,2014
Kepler-1412 b,2465,0.498 Earths,13.347,2016
Kepler-314 b,877,0.498 Earths,12.64,2014
K2-257 b,209,0.498 Earths,13.716,2018
K2-132 b,1989,0.49 Jupiters,12.071,2017
HD 75289 b,95,0.49 Jupiters,6.35,1999
HD 6434 b,138,0.49 Jupiters,7.72,2003
L 98-59 b,35,0.4 Earths,11.685,2019
WASP-96 b,1150,0.48 Jupiters,12.569,2014
HD 330075 b,148,0.48 Jupiters,9.36,2004
HAT-P-46 b,948,0.493 Jupiters,11.997,2014
Kepler-1412 b,2465,0.498 Earths,13.347,2016
Kepler-314 b,877,0.498 Earths,12.64,2014
K2-257 b,209,0.498 Earths,13.716,2018
K2-132 b,1989,0.49 Jupiters,12.071,2017
HD 75289 b,95,0.49 Jupiters,6.35,1999
HD 6434 b,138,0.49 Jupiters,7.72,2003
L 98-59 b,35,0.4 Earths,11.685,2019
WASP-96 b,1150,0.48 Jupiters,12.569,2014
HD 330075 b,148,0.48 Jupiters,9.36,2004
HAT-P-46 b,948,0.493 Jupiters,11.997,2014
Kepler-1412 b,2465,0.498 Earths,13.347,2016
Kepler-314 b,877,0.498 Earths,12.64,2014
K2-257 b,209,0.498 Earths,13.716,2018
K2-132 b,1989,0.49 Jupiters,12.071,2017
HD 75289 b,95,0.49 Jupiters,6.35,1999
HD 6434 b,138,0.49 Jupiters,7.72,2003
L 98-59 b,35,0.4 Earths,11.685,2019
OGLE-2014-BLG-0124L b,13374,0.51 Jupiters,,2015
HD 212301 b,177,0.51 Jupiters,7.76,2005
OGLE-2017-BLG-0604L b,12885,0.51 Jupiters,,2020
WASP-110 b,897,0.51 Jupiters,12.762,2021
HD 160691 e,51,0.5219 Jupiters,5.12,2006
HD 187123 b,150,0.523 Jupiters,7.83,1998
HAT-P-1 b,519,0.525 Jupiters,9.827,2006
HIP 57274 d,84,0.5267 Jupiters,8.97,2011
HATS-10 b,1745,0.526 Jupiters,13.202,2015
HAT-P-65 b,2409,0.527 Jupiters,13.121,2016
WASP-42 b,578,0.527 Jupiters,12.169,2012
Kepler-1507 b,1045,0.52 Earths,13.267,2016
Kepler-1579 b,1520,0.52 Earths,15.49,2016
KELT-6 b,785,0.52 Jupiters,10.371,2014
CoRoT-26 b,3409,0.52 Jupiters,15.861,2013
WASP-62 b,573,0.52 Jupiters,10.213,2012
HD 208487 b,147,0.52 Jupiters,7.47,2004
PH1 b,3370,0.531 Jupiters,13.841,2012
Kepler-238 e,5868,0.534 Jupiters,15.297,2013
CoRoT-16 b,2389,0.535 Jupiters,16.052,2011
47 Ursae Majoris c,45,0.54 Jupiters,5.03352,2001
OGLE-TR-111 b,3485,0.55 Jupiters,16.707,2004
WASP-60 b,1406,0.55 Jupiters,11.67,2012
WASP-159 b,2334,0.55 Jupiters,12.836,2018
WASP-169 b,2045,0.561 Jupiters,12.167,2019
Kepler-1435 b,2297,0.566 Earths,12.984,2016
Kepler-1361 b,1269,0.566 Earths,14.096,2016
Kepler-1258 b,2341,0.566 Earths,13.929,2016
Kepler-352 b,824,0.566 Earths,13.142,2014
Kepler-605 c,1816,0.566 Earths,14.376,2016
47 Ursae Majoris c,45,0.54 Jupiters,5.03352,2001
OGLE-TR-111 b,3485,0.55 Jupiters,16.707,2004
WASP-60 b,1406,0.55 Jupiters,11.67,2012
WASP-159 b,2334,0.55 Jupiters,12.836,2018
WASP-169 b,2045,0.561 Jupiters,12.167,2019
Kepler-1435 b,2297,0.566 Earths,12.984,2016
Kepler-1361 b,1269,0.566 Earths,14.096,2016
Kepler-1258 b,2341,0.566 Earths,13.929,2016
Kepler-352 b,824,0.566 Earths,13.142,2014
Kepler-605 c,1816,0.566 Earths,14.376,2016
47 Ursae Majoris c,45,0.54 Jupiters,5.03352,2001
OGLE-TR-111 b,3485,0.55 Jupiters,16.707,2004
WASP-60 b,1406,0.55 Jupiters,11.67,2012
WASP-159 b,2334,0.55 Jupiters,12.836,2018
WASP-169 b,2045,0.561 Jupiters,12.167,2019
Kepler-1435 b,2297,0.566 Earths,12.984,2016
Kepler-1361 b,1269,0.566 Earths,14.096,2016
Kepler-1258 b,2341,0.566 Earths,13.929,2016
Kepler-352 b,824,0.566 Earths,13.142,2014
Kepler-605 c,1816,0.566 Earths,14.376,2016
47 Ursae Majoris c,45,0.54 Jupiters,5.03352,2001
OGLE-TR-111 b,3485,0.55 Jupiters,16.707,2004
WASP-60 b,1406,0.55 Jupiters,11.67,2012
WASP-159 b,2334,0.55 Jupiters,12.836,2018
WASP-169 b,2045,0.561 Jupiters,12.167,2019
Kepler-1435 b,2297,0.566 Earths,12.984,2016
Kepler-1361 b,1269,0.566 Earths,14.096,2016
Kepler-1258 b,2341,0.566 Earths,13.929,2016
Kepler-352 b,824,0.566 Earths,13.142,2014
Kepler-605 c,1816,0.566 Earths,14.376,2016
47 Ursae Majoris c,45,0.54 Jupiters,5.03352,2001
OGLE-TR-111 b,3485,0.55 Jupiters,16.707,2004
WASP-60 b,1406,0.55 Jupiters,11.67,2012
WASP-159 b,2334,0.55 Jupiters,12.836,2018
WASP-169 b,2045,0.561 Jupiters,12.167,2019
Kepler-1435 b,2297,0.566 Earths,12.984,2016
Kepler-1361 b,1269,0.566 Earths,14.096,2016
Kepler-1258 b,2341,0.566 Earths,13.929,2016
Kepler-352 b,824,0.566 Earths,13.142,2014
Kepler-605 c,1816,0.566 Earths,14.376,2016
47 Ursae Majoris c,45,0.54 Jupiters,5.03352,2001
OGLE-TR-111 b,3485,0.55 Jupiters,16.707,2004
WASP-60 b,1406,0.55 Jupiters,11.67,2012
WASP-159 b,2334,0.55 Jupiters,12.836,2018
WASP-169 b,2045,0.561 Jupiters,12.167,2019
Kepler-1435 b,2297,0.566 Earths,12.984,2016
Kepler-1361 b,1269,0.566 Earths,14.096,2016
Kepler-1258 b,2341,0.566 Earths,13.929,2016
Kepler-352 b,824,0.566 Earths,13.142,2014
Kepler-605 c,1816,0.566 Earths,14.376,2016
47 Ursae Majoris c,45,0.54 Jupiters,5.03352,2001
OGLE-TR-111 b,3485,0.55 Jupiters,16.707,2004
WASP-60 b,1406,0.55 Jupiters,11.67,2012
WASP-159 b,2334,0.55 Jupiters,12.836,2018
WASP-169 b,2045,0.561 Jupiters,12.167,2019
Kepler-1435 b,2297,0.566 Earths,12.984,2016
Kepler-1361 b,1269,0.566 Earths,14.096,2016
Kepler-1258 b,2341,0.566 Earths,13.929,2016
Kepler-352 b,824,0.566 Earths,13.142,2014
Kepler-605 c,1816,0.566 Earths,14.376,2016
Kepler-388 c,1386,0.566 Earths,15.218,2014
XO-2 N b,503,0.566 Jupiters,11.246,2007
HAT-P-25 b,980,0.569 Jupiters,13.146,2010
Kepler-41 b,3566,0.56 Jupiters,14.509,2011
WASP-34 b,431,0.56 Jupiters,10.285,2010
OGLE-2014-BLG-1760L b,22377,0.56 Jupiters,23.42,2016
HATS-44 b,1455,0.56 Jupiters,14.397,2018
HD 192263 b,64,0.56 Jupiters,7.79,1999
HD 207832 b,192,0.56 Jupiters,8.78,2012
WASP-157 b,1090,0.574 Jupiters,12.397,2016
Kepler-388 c,1386,0.566 Earths,15.218,2014
XO-2 N b,503,0.566 Jupiters,11.246,2007
HAT-P-25 b,980,0.569 Jupiters,13.146,2010
Kepler-41 b,3566,0.56 Jupiters,14.509,2011
WASP-34 b,431,0.56 Jupiters,10.285,2010
OGLE-2014-BLG-1760L b,22377,0.56 Jupiters,23.42,2016
HATS-44 b,1455,0.56 Jupiters,14.397,2018
HD 192263 b,64,0.56 Jupiters,7.79,1999
HD 207832 b,192,0.56 Jupiters,8.78,2012
WASP-157 b,1090,0.574 Jupiters,12.397,2016
HAT-P-64 b,2126,0.58 Jupiters,12.855,2021
Wendelstein-1 b,996,0.592 Jupiters,15.564,2020
Kepler-423 b,2475,0.595 Jupiters,14.462,2014
HATS-53 b,1911,0.595 Jupiters,13.944,2017
HD 175541 b,423,0.598 Jupiters,8.020001,2007
HAT-P-39 b,2274,0.599 Jupiters,12.282,2012
Kepler-1542 d,1302,0.59 Earths,12.734,2016
Kepler-607 b,1693,0.59 Earths,14.672,2016
Kepler-1152 b,702,0.59 Earths,15.31,2016
Kepler-1031 b,2228,0.59 Earths,13.877,2016
Kepler-8 b,3333,0.59 Jupiters,13.598,2010
WASP-54 b,820,0.59 Jupiters,10.413,2012
HIP 14810 d,165,0.59 Jupiters,8.520001,2009
BD-10 3166 b,275,0.59 Jupiters,10.013,2000
WASP-70 A b,725,0.59 Jupiters,10.786,2014
Kepler-345 b,848,0.5 Earths,14.344,2014
Kepler-32 c,1056,0.5 Jupiters,16.36,2011
K2-137 b,323,0.5 Jupiters,15.94,2017
Kepler-1654 b,1853,0.5 Jupiters,13.497,2018
WASP-94 A b,689,0.5 Jupiters,10.051,2014
Kepler-8 b,3333,0.59 Jupiters,13.598,2010
WASP-54 b,820,0.59 Jupiters,10.413,2012
HIP 14810 d,165,0.59 Jupiters,8.520001,2009
BD-10 3166 b,275,0.59 Jupiters,10.013,2000
WASP-70 A b,725,0.59 Jupiters,10.786,2014
Kepler-345 b,848,0.5 Earths,14.344,2014
Kepler-32 c,1056,0.5 Jupiters,16.36,2011
K2-137 b,323,0.5 Jupiters,15.94,2017
Kepler-1654 b,1853,0.5 Jupiters,13.497,2018
WASP-94 A b,689,0.5 Jupiters,10.051,2014
KIC 5479689 b,1484,0.5 Jupiters,13.929,2021
HATS-56 b,1841,0.602 Jupiters,11.477,2019
HD 114783 c,69,0.611 Jupiters,7.56,2018
HATS-25 b,1537,0.613 Jupiters,13.172,2016
HAT-P-63 b,14624,0.614 Jupiters,20.1544,2021
Kepler-1416 b,3098,0.615 Earths,14.369,2016
Kepler-398 d,579,0.615 Earths,13.499,2016
Kepler-362 b,3557,0.615 Earths,14.608,2014
Kepler-342 e,2550,0.615 Earths,13.2,2016
WASP-94 B b,681,0.618 Jupiters,10.589,2014
KIC 5479689 b,1484,0.5 Jupiters,13.929,2021
HATS-56 b,1841,0.602 Jupiters,11.477,2019
HD 114783 c,69,0.611 Jupiters,7.56,2018
HATS-25 b,1537,0.613 Jupiters,13.172,2016
HAT-P-63 b,14624,0.614 Jupiters,20.1544,2021
Kepler-1416 b,3098,0.615 Earths,14.369,2016
Kepler-398 d,579,0.615 Earths,13.499,2016
Kepler-362 b,3557,0.615 Earths,14.608,2014
Kepler-342 e,2550,0.615 Earths,13.2,2016
WASP-94 B b,681,0.618 Jupiters,10.589,2014
KIC 5479689 b,1484,0.5 Jupiters,13.929,2021
HATS-56 b,1841,0.602 Jupiters,11.477,2019
HD 114783 c,69,0.611 Jupiters,7.56,2018
HATS-25 b,1537,0.613 Jupiters,13.172,2016
HAT-P-63 b,14624,0.614 Jupiters,20.1544,2021
Kepler-1416 b,3098,0.615 Earths,14.369,2016
Kepler-398 d,579,0.615 Earths,13.499,2016
Kepler-362 b,3557,0.615 Earths,14.608,2014
Kepler-342 e,2550,0.615 Earths,13.2,2016
WASP-94 B b,681,0.618 Jupiters,10.589,2014
KIC 5479689 b,1484,0.5 Jupiters,13.929,2021
HATS-56 b,1841,0.602 Jupiters,11.477,2019
HD 114783 c,69,0.611 Jupiters,7.56,2018
HATS-25 b,1537,0.613 Jupiters,13.172,2016
HAT-P-63 b,14624,0.614 Jupiters,20.1544,2021
Kepler-1416 b,3098,0.615 Earths,14.369,2016
Kepler-398 d,579,0.615 Earths,13.499,2016
Kepler-362 b,3557,0.615 Earths,14.608,2014
Kepler-342 e,2550,0.615 Earths,13.2,2016
WASP-94 B b,681,0.618 Jupiters,10.589,2014
WASP-55 b,970,0.61 Jupiters,11.753,2012
HD 11964 b,109,0.622 Jupiters,6.41525,2005
HAT-P-28 b,1309,0.626 Jupiters,13.098,2011
TOI-216.01,580,0.62927 Jupiters,12.324,2019
HAT-P-27 b,650,0.62 Jupiters,12.052,2011
OGLE-TR-10 b,4387,0.62 Jupiters,16.006,2004
MOA-2016-BLG-319L b,22182,0.62 Jupiters,,2018
HD 31253 b,190,0.62 Jupiters,7.13266,2010
HD 103720 b,149,0.62 Jupiters,9.5,2014
Kepler-74 b,3841,0.63 Jupiters,14.487,2013
WASP-55 b,970,0.61 Jupiters,11.753,2012
HD 11964 b,109,0.622 Jupiters,6.41525,2005
HAT-P-28 b,1309,0.626 Jupiters,13.098,2011
TOI-216.01,580,0.62927 Jupiters,12.324,2019
HAT-P-27 b,650,0.62 Jupiters,12.052,2011
OGLE-TR-10 b,4387,0.62 Jupiters,16.006,2004
MOA-2016-BLG-319L b,22182,0.62 Jupiters,,2018
HD 31253 b,190,0.62 Jupiters,7.13266,2010
HD 103720 b,149,0.62 Jupiters,9.5,2014
Kepler-74 b,3841,0.63 Jupiters,14.487,2013
Kepler-387 c,2613,0.64 Earths,14.129,2014
Kepler-1173 b,1230,0.64 Earths,13.896,2016
Kepler-780 b,1819,0.64 Earths,13.464,2016
Kepler-303 b,684,0.64 Earths,14.917,2014
K2-223 b,648,0.64 Earths,11.443,2018
OGLE-2013-BLG-1721L b,20551,0.64 Jupiters,,2017
HD 181433 c,88,0.64 Jupiters,8.4,2008
KMT-2019-BLG-1953L b,22964,0.64 Jupiters,,2020
HD 37124 c,103,0.652 Jupiters,7.68,2002
HATS-29 b,1154,0.653 Jupiters,12.62,2016
KOI-55 c,4016,0.655 Earths,15.154,2011
HD 45364 c,112,0.6579 Jupiters,8.08,2008
WASP-165 b,1964,0.658 Jupiters,12.816,2018
HAT-P-3 b,439,0.65 Jupiters,11.856,2007
HATS-26 b,2811,0.65 Jupiters,13.006,2016
BD-11 4672 b,89,0.65 Jupiters,10.03,2014
HAT-P-43 b,1725,0.662 Jupiters,13.279,2012
HATS-60 b,1587,0.662 Jupiters,12.662,2018
HD 27894 b,143,0.665 Jupiters,9.36,2005
Kepler-1547 b,2201,0.666 Earths,13.464,2016
KOI-55 c,4016,0.655 Earths,15.154,2011
HD 45364 c,112,0.6579 Jupiters,8.08,2008
WASP-165 b,1964,0.658 Jupiters,12.816,2018
HAT-P-3 b,439,0.65 Jupiters,11.856,2007
HATS-26 b,2811,0.65 Jupiters,13.006,2016
BD-11 4672 b,89,0.65 Jupiters,10.03,2014
HAT-P-43 b,1725,0.662 Jupiters,13.279,2012
HATS-60 b,1587,0.662 Jupiters,12.662,2018
HD 27894 b,143,0.665 Jupiters,9.36,2005
Kepler-1547 b,2201,0.666 Earths,13.464,2016
KOI-55 c,4016,0.655 Earths,15.154,2011
HD 45364 c,112,0.6579 Jupiters,8.08,2008
WASP-165 b,1964,0.658 Jupiters,12.816,2018
HAT-P-3 b,439,0.65 Jupiters,11.856,2007
HATS-26 b,2811,0.65 Jupiters,13.006,2016
BD-11 4672 b,89,0.65 Jupiters,10.03,2014
HAT-P-43 b,1725,0.662 Jupiters,13.279,2012
HATS-60 b,1587,0.662 Jupiters,12.662,2018
HD 27894 b,143,0.665 Jupiters,9.36,2005
Kepler-1547 b,2201,0.666 Earths,13.464,2016
